query_type	relation	query	correct output	system output	ssg output	Exact Match	Soft Match
bool	P118	Does FC Spartak Varna participate in Tercera División?	['FALSE']	[[0, 9]]	[[[0, 'FC Spartak Varna league League'], [4, 'Barcelona league Tercera División']], [[0, 'FC Spartak Varna league League'], [8, 'Cypriot First Division team Alki Oroklini']], [[0, 'FC Spartak Varna league League'], [9, 'FC Spartak Varna league League']], [[4, 'Barcelona league Tercera División'], [8, 'Cypriot First Division team Alki Oroklini']], [[4, 'Barcelona league Tercera División'], [9, 'FC Spartak Varna league League']], [[8, 'Cypriot First Division team Alki Oroklini'], [9, 'FC Spartak Varna league League']]]	1	1
count	P54	How many teams has UEFA Euro 2016 played for?	[1]	[[1]]	[[[1, 'UEFA Euro 2016 team Czech Republic']], [[1, 'UEFA Euro 2016 team Czech Republic'], [3, 'Red Bull RB3 team Red Bull Racing']], [[1, 'UEFA Euro 2016 team Czech Republic'], [7, '1997 World Artistic Gymnastics Championships team Meng Fei']]]	1	1
set	P54	Cypriot First Division is a member of which teams?	['Alki Oroklini']	[[8]]	[[[1, 'UEFA Euro 2016 team Czech Republic']], [[8, 'Cypriot First Division team Alki Oroklini']], [[1, 'UEFA Euro 2016 team Czech Republic'], [2, 'AFC Asian Cup team North Korea']], [[1, 'UEFA Euro 2016 team Czech Republic'], [3, 'Red Bull RB3 team Red Bull Racing']], [[1, 'UEFA Euro 2016 team Czech Republic'], [7, '1997 World Artistic Gymnastics Championships team Meng Fei']], [[2, 'AFC Asian Cup team North Korea'], [3, 'Red Bull RB3 team Red Bull Racing']], [[2, 'AFC Asian Cup team North Korea'], [7, '1997 World Artistic Gymnastics Championships team Meng Fei']], [[4, 'Barcelona league Tercera División'], [1, 'UEFA Euro 2016 team Czech Republic']], [[4, 'Barcelona league Tercera División'], [2, 'AFC Asian Cup team North Korea']], [[4, 'Barcelona league Tercera División'], [3, 'Red Bull RB3 team Red Bull Racing']], [[4, 'Barcelona league Tercera División'], [8, 'Cypriot First Division team Alki Oroklini']], [[8, 'Cypriot First Division team Alki Oroklini'], [1, 'UEFA Euro 2016 team Czech Republic']], [[8, 'Cypriot First Division team Alki Oroklini'], [2, 'AFC Asian Cup team North Korea']], [[8, 'Cypriot First Division team Alki Oroklini'], [3, 'Red Bull RB3 team Red Bull Racing']], [[8, 'Cypriot First Division team Alki Oroklini'], [7, '1997 World Artistic Gymnastics Championships team Meng Fei']]]	1	1
set	P118	What league is FC Spartak Varna participant of?	['League']	[[4]]	[[[4, 'FC Spartak Varna league League']]]	1	1
count	P54	How many teams has 1998 Tour de Langkawi played for?	[4]	[[0, 9], [1], [5, 7], [8]]	[[[0, '1998 Tour de Langkawi team Malaysia']], [[1, '1998 Tour de Langkawi team Philippines']], [[5, '1998 Tour de Langkawi team Australia']], [[6, '1998 Tour de Langkawi team Mróz']], [[7, '1998 Tour de Langkawi team Australia']], [[8, '1998 Tour de Langkawi team Indonesia']], [[9, '1998 Tour de Langkawi team Malaysia']]]	0	1
set	P54	1998 Tour de Langkawi is a member of which teams?	[]	[]	[[[0, '1998 Tour de Langkawi team Malaysia']], [[1, '1998 Tour de Langkawi team Philippines']], [[0, '1998 Tour de Langkawi team Malaysia'], [1, '1998 Tour de Langkawi team Philippines']]]	1	1
set	P54	FIFA World Cup is a member of which teams?	['Bulgaria']	[[9]]	[[[0, 'AFC Asian Cup team Australia']], [[2, '1998 Tour de Langkawi team Australia']], [[4, 'AFC Asian Cup team Uzbekistan']], [[6, 'AFC Asian Cup team India']], [[9, 'FIFA World Cup team Bulgaria']], [[0, 'AFC Asian Cup team Australia'], [6, 'AFC Asian Cup team India']], [[0, 'AFC Asian Cup team Australia'], [9, 'FIFA World Cup team Bulgaria']], [[2, '1998 Tour de Langkawi team Australia'], [9, 'FIFA World Cup team Bulgaria']], [[4, 'AFC Asian Cup team Uzbekistan'], [0, 'AFC Asian Cup team Australia']], [[4, 'AFC Asian Cup team Uzbekistan'], [6, 'AFC Asian Cup team India']], [[4, 'AFC Asian Cup team Uzbekistan'], [9, 'FIFA World Cup team Bulgaria']], [[6, 'AFC Asian Cup team India'], [9, 'FIFA World Cup team Bulgaria']]]	1	1
bool	P54	Does AFC Asian Cup play for Malaysia?	[]	[]	[]	1	1
count	P54	How many teams has 1998 Tour de Langkawi played for?	[4]	[[0, 2], [1], [5, 6], [9]]	[[[1, '1998 Tour de Langkawi team Philippines']], [[5, '1998 Tour de Langkawi team Malaysia']], [[6, '1998 Tour de Langkawi team Malaysia']], [[8, 'UEFA Euro 2016 team England']], [[9, '1998 Tour de Langkawi team South Africa']], [[1, '1998 Tour de Langkawi team Philippines'], [8, 'UEFA Euro 2016 team England']], [[5, '1998 Tour de Langkawi team Malaysia'], [8, 'UEFA Euro 2016 team England']], [[6, '1998 Tour de Langkawi team Malaysia'], [8, 'UEFA Euro 2016 team England']], [[9, '1998 Tour de Langkawi team South Africa'], [8, 'UEFA Euro 2016 team England']]]	0	1
min/max	P54	Who has played for the highest number of teams?	['1998 Tour de Langkawi']	[[0, 1], [2], [3], [7], [8]]	[[[8, 'AFC Asian Cup team Australia']], [[8, 'AFC Asian Cup team Australia'], [0, 'Red Bull RB3 team Red Bull Racing']], [[8, 'AFC Asian Cup team Australia'], [1, 'Red Bull RB3 team Red Bull Racing']], [[8, 'AFC Asian Cup team Australia'], [4, 'AFC Asian Cup team Bahrain']], [[8, 'AFC Asian Cup team Australia'], [5, 'AFC Asian Cup team Japan']], [[8, 'AFC Asian Cup team Australia'], [6, 'AFC Asian Cup team India']], [[8, 'AFC Asian Cup team Australia'], [7, 'FIFA World Cup team Uruguay']]]	0	1
set	P54	Who plays for Bahrain?	['AFC Asian Cup']	[[4]]	[[[4, 'AFC Asian Cup team Bahrain'], [5, 'AFC Asian Cup team Japan']], [[4, 'AFC Asian Cup team Bahrain'], [6, 'AFC Asian Cup team India']], [[4, 'AFC Asian Cup team Bahrain'], [7, 'FIFA World Cup team Uruguay']], [[4, 'AFC Asian Cup team Bahrain'], [8, 'AFC Asian Cup team Australia']], [[5, 'AFC Asian Cup team Japan'], [6, 'AFC Asian Cup team India']], [[5, 'AFC Asian Cup team Japan'], [7, 'FIFA World Cup team Uruguay']], [[5, 'AFC Asian Cup team Japan'], [8, 'AFC Asian Cup team Australia']], [[8, 'AFC Asian Cup team Australia'], [0, 'Red Bull RB3 team Red Bull Racing']], [[8, 'AFC Asian Cup team Australia'], [1, 'Red Bull RB3 team Red Bull Racing']], [[8, 'AFC Asian Cup team Australia'], [6, 'AFC Asian Cup team India']], [[8, 'AFC Asian Cup team Australia'], [7, 'FIFA World Cup team Uruguay']]]	0	1
count	P54	How many teams has AFC Asian Cup played for?	[2]	[[4], [8]]	[[[4, 'AFC Asian Cup team Bahrain'], [5, 'AFC Asian Cup team Japan']], [[4, 'AFC Asian Cup team Bahrain'], [6, 'AFC Asian Cup team India']], [[4, 'AFC Asian Cup team Bahrain'], [7, 'FIFA World Cup team Uruguay']], [[4, 'AFC Asian Cup team Bahrain'], [8, 'AFC Asian Cup team Australia']], [[5, 'AFC Asian Cup team Japan'], [0, 'Red Bull RB3 team Red Bull Racing']], [[5, 'AFC Asian Cup team Japan'], [1, 'Red Bull RB3 team Red Bull Racing']], [[5, 'AFC Asian Cup team Japan'], [6, 'AFC Asian Cup team India']], [[5, 'AFC Asian Cup team Japan'], [7, 'FIFA World Cup team Uruguay']], [[5, 'AFC Asian Cup team Japan'], [8, 'AFC Asian Cup team Australia']], [[6, 'AFC Asian Cup team India'], [7, 'FIFA World Cup team Uruguay']], [[6, 'AFC Asian Cup team India'], [8, 'AFC Asian Cup team Australia']], [[7, 'FIFA World Cup team Uruguay'], [0, 'Red Bull RB3 team Red Bull Racing']], [[7, 'FIFA World Cup team Uruguay'], [1, 'Red Bull RB3 team Red Bull Racing']], [[7, 'FIFA World Cup team Uruguay'], [8, 'AFC Asian Cup team Australia']]]	0	1
bool	P54	Is AFC Asian Cup part of San Francisco 49ers?	['FALSE']	[[5]]	[[[2, 'Atlanta Falcons team San Francisco 49ers']], [[3, 'Red Bull RB3 team Red Bull Racing']], [[2, 'Atlanta Falcons team San Francisco 49ers'], [3, 'Red Bull RB3 team Red Bull Racing']], [[2, 'Atlanta Falcons team San Francisco 49ers'], [5, 'AFC Asian Cup team Israel']], [[5, 'AFC Asian Cup team Israel'], [3, 'Red Bull RB3 team Red Bull Racing']]]	0	1
bool	P54	Is 1998 Tour de Langkawi a member of San Francisco 49ers?	['FALSE']	[[0]]	[[[0, '1998 Tour de Langkawi team Australia']], [[1, '1998 Tour de Langkawi team China']], [[2, 'Atlanta Falcons team San Francisco 49ers']], [[3, 'Red Bull RB3 team Red Bull Racing']], [[8, 'AFC Asian Cup team Japan']], [[0, '1998 Tour de Langkawi team Australia'], [2, 'Atlanta Falcons team San Francisco 49ers']], [[0, '1998 Tour de Langkawi team Australia'], [3, 'Red Bull RB3 team Red Bull Racing']], [[0, '1998 Tour de Langkawi team Australia'], [8, 'AFC Asian Cup team Japan']], [[1, '1998 Tour de Langkawi team China'], [0, '1998 Tour de Langkawi team Australia']], [[1, '1998 Tour de Langkawi team China'], [2, 'Atlanta Falcons team San Francisco 49ers']], [[1, '1998 Tour de Langkawi team China'], [3, 'Red Bull RB3 team Red Bull Racing']], [[1, '1998 Tour de Langkawi team China'], [8, 'AFC Asian Cup team Japan']], [[2, 'Atlanta Falcons team San Francisco 49ers'], [3, 'Red Bull RB3 team Red Bull Racing']], [[2, 'Atlanta Falcons team San Francisco 49ers'], [8, 'AFC Asian Cup team Japan']], [[3, 'Red Bull RB3 team Red Bull Racing'], [8, 'AFC Asian Cup team Japan']], [[8, 'AFC Asian Cup team Japan'], [9, 'AFC Asian Cup team South Korea']]]	1	1
min/max	P54	Who has played for the most teams?	['AFC Asian Cup']	[[8]]	[[[2, 'Atlanta Falcons team San Francisco 49ers']], [[3, 'Red Bull RB3 team Red Bull Racing']], [[5, 'AFC Asian Cup team Israel']], [[8, 'AFC Asian Cup team Japan']], [[2, 'Atlanta Falcons team San Francisco 49ers'], [3, 'Red Bull RB3 team Red Bull Racing']], [[2, 'Atlanta Falcons team San Francisco 49ers'], [8, 'AFC Asian Cup team Japan']], [[5, 'AFC Asian Cup team Israel'], [2, 'Atlanta Falcons team San Francisco 49ers']], [[5, 'AFC Asian Cup team Israel'], [3, 'Red Bull RB3 team Red Bull Racing']], [[5, 'AFC Asian Cup team Israel'], [8, 'AFC Asian Cup team Japan']], [[8, 'AFC Asian Cup team Japan'], [3, 'Red Bull RB3 team Red Bull Racing']]]	1	1
bool	P54	Is AFC Asian Cup a member of Australia?	['FALSE']	[[8]]	[[[0, '1998 Tour de Langkawi team Australia']], [[0, '1998 Tour de Langkawi team Australia'], [2, 'Atlanta Falcons team San Francisco 49ers']], [[0, '1998 Tour de Langkawi team Australia'], [3, 'Red Bull RB3 team Red Bull Racing']], [[0, '1998 Tour de Langkawi team Australia'], [5, 'AFC Asian Cup team Israel']], [[0, '1998 Tour de Langkawi team Australia'], [8, 'AFC Asian Cup team Japan']], [[5, 'AFC Asian Cup team Israel'], [2, 'Atlanta Falcons team San Francisco 49ers']], [[5, 'AFC Asian Cup team Israel'], [8, 'AFC Asian Cup team Japan']], [[8, 'AFC Asian Cup team Japan'], [2, 'Atlanta Falcons team San Francisco 49ers']]]	0	1
bool	P54	Is 1998 Tour de Langkawi a member of China?	[]	[]	[[[1, '1998 Tour de Langkawi team China'], [0, '1998 Tour de Langkawi team Australia']]]	1	1
set	P118	Who participates in League?	['FC Spartak Varna']	None	[[]]	0	0
bool	P54	Is 1998 Tour de Langkawi a member of Japan?	['FALSE']	[[1]]	[[[0, '1998 Tour de Langkawi team Australia'], [1, '1998 Tour de Langkawi team China']], [[0, '1998 Tour de Langkawi team Australia'], [3, 'Red Bull RB3 team Red Bull Racing']], [[0, '1998 Tour de Langkawi team Australia'], [8, 'AFC Asian Cup team Japan']], [[1, '1998 Tour de Langkawi team China'], [3, 'Red Bull RB3 team Red Bull Racing']], [[1, '1998 Tour de Langkawi team China'], [8, 'AFC Asian Cup team Japan']], [[8, 'AFC Asian Cup team Japan'], [9, 'AFC Asian Cup team South Korea']]]	0	1
min/max	P54	Who has played for the least teams?	['1998 Tour de Langkawi', 'Red Bull RB3']	[[1], [3], [5], [9]]	[[[5, 'AFC Asian Cup team Israel'], [2, 'Atlanta Falcons team San Francisco 49ers']], [[5, 'AFC Asian Cup team Israel'], [3, 'Red Bull RB3 team Red Bull Racing']], [[5, 'AFC Asian Cup team Israel'], [8, 'AFC Asian Cup team Japan']], [[5, 'AFC Asian Cup team Israel'], [9, 'AFC Asian Cup team South Korea']]]	0	1
bool	P54	Is AFC Asian Cup a member of Japan?	['TRUE']	[[8]]	[[[5, 'AFC Asian Cup team Israel'], [8, 'AFC Asian Cup team Japan']], [[5, 'AFC Asian Cup team Israel'], [9, 'AFC Asian Cup team South Korea']], [[8, 'AFC Asian Cup team Japan'], [9, 'AFC Asian Cup team South Korea']]]	0	1
bool	P54	Is 1998 Tour de Langkawi a member of China?	['TRUE']	[[1]]	[[[1, '1998 Tour de Langkawi team China'], [0, '1998 Tour de Langkawi team Australia']], [[1, '1998 Tour de Langkawi team China'], [8, 'AFC Asian Cup team Japan']]]	0	1
set	P54	Who is a member of United States?	[]	None	[[]]	0	0
min/max	P54	Who has played for the fewest teams?	['Ýokary Liga']	[[1], [2], [3], [4]]	[[[3, 'FIFA World Cup team Portugal']], [[4, 'FIFA World Cup team Sweden']], [[3, 'FIFA World Cup team Portugal'], [2, 'FIFA World Cup team Belgium']], [[3, 'FIFA World Cup team Portugal'], [4, 'FIFA World Cup team Sweden']], [[4, 'FIFA World Cup team Sweden'], [2, 'FIFA World Cup team Belgium']]]	0	1
set	P54	List teams FIFA World Cup plays for	['Argentina', 'Portugal', 'Brazil', 'Belgium']	[[2], [3], [6], [7, 8]]	[[[2, 'FIFA World Cup team Belgium']], [[3, 'FIFA World Cup team Portugal']], [[4, 'FIFA World Cup team Sweden']], [[6, 'FIFA World Cup team Brazil']], [[7, 'FIFA World Cup team Argentina']], [[8, 'FIFA World Cup team Argentina']], [[2, 'FIFA World Cup team Belgium'], [3, 'FIFA World Cup team Portugal']], [[2, 'FIFA World Cup team Belgium'], [4, 'FIFA World Cup team Sweden']], [[2, 'FIFA World Cup team Belgium'], [6, 'FIFA World Cup team Brazil']], [[2, 'FIFA World Cup team Belgium'], [7, 'FIFA World Cup team Argentina']], [[2, 'FIFA World Cup team Belgium'], [8, 'FIFA World Cup team Argentina']], [[3, 'FIFA World Cup team Portugal'], [4, 'FIFA World Cup team Sweden']], [[3, 'FIFA World Cup team Portugal'], [6, 'FIFA World Cup team Brazil']], [[3, 'FIFA World Cup team Portugal'], [7, 'FIFA World Cup team Argentina']], [[3, 'FIFA World Cup team Portugal'], [8, 'FIFA World Cup team Argentina']], [[4, 'FIFA World Cup team Sweden'], [6, 'FIFA World Cup team Brazil']], [[4, 'FIFA World Cup team Sweden'], [7, 'FIFA World Cup team Argentina']], [[4, 'FIFA World Cup team Sweden'], [8, 'FIFA World Cup team Argentina']], [[6, 'FIFA World Cup team Brazil'], [7, 'FIFA World Cup team Argentina']], [[6, 'FIFA World Cup team Brazil'], [8, 'FIFA World Cup team Argentina']], [[7, 'FIFA World Cup team Argentina'], [8, 'FIFA World Cup team Argentina']]]	1	1
set	P54	List teams FIFA World Cup plays for	['Portugal', 'Brazil', 'Belgium']	[[2], [3], [6]]	[[[2, 'FIFA World Cup team Belgium']], [[3, 'FIFA World Cup team Portugal']], [[4, 'FIFA World Cup team Sweden']], [[6, 'FIFA World Cup team Brazil']], [[7, 'FIFA World Cup team Argentina']], [[2, 'FIFA World Cup team Belgium'], [3, 'FIFA World Cup team Portugal']], [[2, 'FIFA World Cup team Belgium'], [4, 'FIFA World Cup team Sweden']], [[2, 'FIFA World Cup team Belgium'], [6, 'FIFA World Cup team Brazil']], [[2, 'FIFA World Cup team Belgium'], [7, 'FIFA World Cup team Argentina']], [[3, 'FIFA World Cup team Portugal'], [4, 'FIFA World Cup team Sweden']], [[3, 'FIFA World Cup team Portugal'], [6, 'FIFA World Cup team Brazil']], [[3, 'FIFA World Cup team Portugal'], [7, 'FIFA World Cup team Argentina']], [[4, 'FIFA World Cup team Sweden'], [6, 'FIFA World Cup team Brazil']], [[4, 'FIFA World Cup team Sweden'], [7, 'FIFA World Cup team Argentina']], [[6, 'FIFA World Cup team Brazil'], [7, 'FIFA World Cup team Argentina']]]	1	1
bool	P54	Does FIFA World Cup play for Argentina?	[]	[]	[[[2, 'FIFA World Cup team Belgium']], [[2, 'FIFA World Cup team Belgium'], [3, 'FIFA World Cup team Portugal']]]	1	1
count	P54	How many people play for Italy?	[1]	None	[[]]	0	0
count	P118	How many participants are there in fall?	[]	None	[[]]	0	0
min/max	P54	Who has played for the least teams?	['FIFA World Cup']	[[1], [2], [7]]	[[[4, 'Indiana league National Basketball Association'], [0, 'FIFA World Cup team Brazil']], [[4, 'Indiana league National Basketball Association'], [1, 'FIFA World Cup team Sweden']], [[4, 'Indiana league National Basketball Association'], [2, 'FIFA World Cup team Italy']], [[4, 'Indiana league National Basketball Association'], [3, 'FIFA World Cup team Netherlands']], [[4, 'Indiana league National Basketball Association'], [7, 'FIFA World Cup team South Korea']]]	0	1
min/max	P54	Which team has the lowest number of players?	['Sweden', 'Athletic Bilbao', 'Brazil', 'Argentina', 'Chile', 'Valencia']	[[0], [1], [2], [3], [4, 6], [5], [8], [9]]	[[[8, 'VfL Wolfsburg team Valencia'], [0, 'FIFA World Cup team Turkey']], [[8, 'VfL Wolfsburg team Valencia'], [1, 'FIFA World Cup team Sweden']], [[8, 'VfL Wolfsburg team Valencia'], [2, 'VfL Wolfsburg team Athletic Bilbao']], [[8, 'VfL Wolfsburg team Valencia'], [3, 'FIFA World Cup team Brazil']], [[8, 'VfL Wolfsburg team Valencia'], [4, 'FIFA World Cup team Argentina']], [[8, 'VfL Wolfsburg team Valencia'], [6, 'FIFA World Cup team Argentina']]]	0	1
bool	P54	Is FIFA World Cup part of Valencia?	['FALSE']	[[0], [1], [4, 6]]	[[[0, 'FIFA World Cup team Turkey']], [[1, 'FIFA World Cup team Sweden']], [[3, 'FIFA World Cup team Brazil']], [[4, 'FIFA World Cup team Argentina']], [[5, 'FIFA World Cup team Chile']], [[6, 'FIFA World Cup team Argentina']], [[9, 'UEFA Euro 2016 team Turkey']], [[0, 'FIFA World Cup team Turkey'], [1, 'FIFA World Cup team Sweden']], [[0, 'FIFA World Cup team Turkey'], [3, 'FIFA World Cup team Brazil']], [[0, 'FIFA World Cup team Turkey'], [4, 'FIFA World Cup team Argentina']], [[0, 'FIFA World Cup team Turkey'], [5, 'FIFA World Cup team Chile']], [[0, 'FIFA World Cup team Turkey'], [6, 'FIFA World Cup team Argentina']], [[0, 'FIFA World Cup team Turkey'], [9, 'UEFA Euro 2016 team Turkey']], [[1, 'FIFA World Cup team Sweden'], [3, 'FIFA World Cup team Brazil']], [[1, 'FIFA World Cup team Sweden'], [4, 'FIFA World Cup team Argentina']], [[1, 'FIFA World Cup team Sweden'], [5, 'FIFA World Cup team Chile']], [[1, 'FIFA World Cup team Sweden'], [6, 'FIFA World Cup team Argentina']], [[1, 'FIFA World Cup team Sweden'], [9, 'UEFA Euro 2016 team Turkey']], [[3, 'FIFA World Cup team Brazil'], [4, 'FIFA World Cup team Argentina']], [[3, 'FIFA World Cup team Brazil'], [5, 'FIFA World Cup team Chile']], [[3, 'FIFA World Cup team Brazil'], [6, 'FIFA World Cup team Argentina']], [[3, 'FIFA World Cup team Brazil'], [9, 'UEFA Euro 2016 team Turkey']], [[4, 'FIFA World Cup team Argentina'], [5, 'FIFA World Cup team Chile']], [[4, 'FIFA World Cup team Argentina'], [6, 'FIFA World Cup team Argentina']], [[4, 'FIFA World Cup team Argentina'], [9, 'UEFA Euro 2016 team Turkey']], [[5, 'FIFA World Cup team Chile'], [6, 'FIFA World Cup team Argentina']], [[5, 'FIFA World Cup team Chile'], [9, 'UEFA Euro 2016 team Turkey']], [[6, 'FIFA World Cup team Argentina'], [9, 'UEFA Euro 2016 team Turkey']]]	1	1
min/max	P54	Who has played for the fewest teams?	['FIFA World Cup']	[[3], [8], [9]]	[[[0, 'FIFA World Cup team Uruguay']], [[1, 'Atlanta Falcons team Carolina Panthers']], [[3, 'FIFA World Cup team Sweden']], [[0, 'FIFA World Cup team Uruguay'], [3, 'FIFA World Cup team Sweden']], [[0, 'FIFA World Cup team Uruguay'], [5, 'FIFA World Cup team Belgium']], [[0, 'FIFA World Cup team Uruguay'], [6, 'FIFA World Cup team Italy']], [[1, 'Atlanta Falcons team Carolina Panthers'], [0, 'FIFA World Cup team Uruguay']], [[1, 'Atlanta Falcons team Carolina Panthers'], [2, 'Atlanta Falcons team Chicago Bears']], [[1, 'Atlanta Falcons team Carolina Panthers'], [3, 'FIFA World Cup team Sweden']], [[1, 'Atlanta Falcons team Carolina Panthers'], [5, 'FIFA World Cup team Belgium']], [[1, 'Atlanta Falcons team Carolina Panthers'], [6, 'FIFA World Cup team Italy']], [[3, 'FIFA World Cup team Sweden'], [5, 'FIFA World Cup team Belgium']], [[3, 'FIFA World Cup team Sweden'], [6, 'FIFA World Cup team Italy']]]	0	1
set	P54	List teams Ýokary Liga plays for	['Nisa Aşgabat']	None	[]	0	0
set	P54	List teams FIFA World Cup plays for	['Sweden', 'Uruguay', 'Belgium']	[[0], [3], [5]]	[[[0, 'FIFA World Cup team Uruguay']], [[3, 'FIFA World Cup team Sweden']], [[5, 'FIFA World Cup team Belgium']], [[6, 'FIFA World Cup team Italy']], [[0, 'FIFA World Cup team Uruguay'], [3, 'FIFA World Cup team Sweden']], [[0, 'FIFA World Cup team Uruguay'], [5, 'FIFA World Cup team Belgium']], [[0, 'FIFA World Cup team Uruguay'], [6, 'FIFA World Cup team Italy']], [[3, 'FIFA World Cup team Sweden'], [5, 'FIFA World Cup team Belgium']], [[3, 'FIFA World Cup team Sweden'], [6, 'FIFA World Cup team Italy']], [[5, 'FIFA World Cup team Belgium'], [6, 'FIFA World Cup team Italy']]]	1	1
set	P118	Who plays in fall?	[]	None	[[]]	0	0
count	P54	How many people play for Athletic Bilbao?	[1]	None	[[]]	0	0
count	P54	How many people play for United States?	[]	[]	[]	1	1
set	P54	FIFA World Cup is a member of which teams?	['Chile', 'South Korea', 'Austria', 'Bulgaria', 'England']	[[0], [2], [3], [4], [8]]	[[[0, 'FIFA World Cup team England']], [[2, 'FIFA World Cup team South Korea']], [[3, 'FIFA World Cup team Bulgaria']], [[4, 'FIFA World Cup team Chile']], [[7, 'FIFA World Cup team United States']], [[8, 'FIFA World Cup team Austria']], [[0, 'FIFA World Cup team England'], [2, 'FIFA World Cup team South Korea']], [[0, 'FIFA World Cup team England'], [3, 'FIFA World Cup team Bulgaria']], [[0, 'FIFA World Cup team England'], [4, 'FIFA World Cup team Chile']], [[0, 'FIFA World Cup team England'], [7, 'FIFA World Cup team United States']], [[0, 'FIFA World Cup team England'], [8, 'FIFA World Cup team Austria']], [[2, 'FIFA World Cup team South Korea'], [3, 'FIFA World Cup team Bulgaria']], [[2, 'FIFA World Cup team South Korea'], [4, 'FIFA World Cup team Chile']], [[2, 'FIFA World Cup team South Korea'], [7, 'FIFA World Cup team United States']], [[2, 'FIFA World Cup team South Korea'], [8, 'FIFA World Cup team Austria']], [[3, 'FIFA World Cup team Bulgaria'], [4, 'FIFA World Cup team Chile']], [[3, 'FIFA World Cup team Bulgaria'], [7, 'FIFA World Cup team United States']], [[3, 'FIFA World Cup team Bulgaria'], [8, 'FIFA World Cup team Austria']], [[4, 'FIFA World Cup team Chile'], [7, 'FIFA World Cup team United States']], [[4, 'FIFA World Cup team Chile'], [8, 'FIFA World Cup team Austria']], [[7, 'FIFA World Cup team United States'], [8, 'FIFA World Cup team Austria']]]	1	1
min/max	P118	Who has played for the most leagues?	['Indiana']	None	[[]]	0	0
bool	P54	Is FIFA World Cup a member of United States?	['TRUE']	[[7]]	[[[0, 'FIFA World Cup team England']], [[2, 'FIFA World Cup team South Korea']], [[3, 'FIFA World Cup team Bulgaria']], [[4, 'FIFA World Cup team Chile']], [[7, 'FIFA World Cup team United States']], [[8, 'FIFA World Cup team Austria']], [[0, 'FIFA World Cup team England'], [2, 'FIFA World Cup team South Korea']], [[0, 'FIFA World Cup team England'], [3, 'FIFA World Cup team Bulgaria']], [[0, 'FIFA World Cup team England'], [4, 'FIFA World Cup team Chile']], [[0, 'FIFA World Cup team England'], [7, 'FIFA World Cup team United States']], [[0, 'FIFA World Cup team England'], [8, 'FIFA World Cup team Austria']], [[2, 'FIFA World Cup team South Korea'], [3, 'FIFA World Cup team Bulgaria']], [[2, 'FIFA World Cup team South Korea'], [4, 'FIFA World Cup team Chile']], [[2, 'FIFA World Cup team South Korea'], [7, 'FIFA World Cup team United States']], [[2, 'FIFA World Cup team South Korea'], [8, 'FIFA World Cup team Austria']], [[3, 'FIFA World Cup team Bulgaria'], [4, 'FIFA World Cup team Chile']], [[3, 'FIFA World Cup team Bulgaria'], [7, 'FIFA World Cup team United States']], [[3, 'FIFA World Cup team Bulgaria'], [8, 'FIFA World Cup team Austria']], [[4, 'FIFA World Cup team Chile'], [7, 'FIFA World Cup team United States']], [[4, 'FIFA World Cup team Chile'], [8, 'FIFA World Cup team Austria']], [[7, 'FIFA World Cup team United States'], [8, 'FIFA World Cup team Austria']]]	1	1
bool	P54	Does FIFA World Cup play for Türkmenabat?	['FALSE']	[[0], [2], [3], [4]]	[[[0, 'FIFA World Cup team England']], [[2, 'FIFA World Cup team South Korea']], [[3, 'FIFA World Cup team Bulgaria']], [[4, 'FIFA World Cup team Chile']], [[0, 'FIFA World Cup team England'], [2, 'FIFA World Cup team South Korea']], [[0, 'FIFA World Cup team England'], [3, 'FIFA World Cup team Bulgaria']], [[0, 'FIFA World Cup team England'], [4, 'FIFA World Cup team Chile']], [[2, 'FIFA World Cup team South Korea'], [3, 'FIFA World Cup team Bulgaria']], [[2, 'FIFA World Cup team South Korea'], [4, 'FIFA World Cup team Chile']], [[3, 'FIFA World Cup team Bulgaria'], [4, 'FIFA World Cup team Chile']]]	1	1
count	P54	How many teams has FC Girondins de Bordeaux played for?	[1]	[[4]]	[[[4, 'FC Girondins de Bordeaux team Lille']], [[5, 'FC Girondins de Bordeaux team Strasbourg']], [[4, 'FC Girondins de Bordeaux team Lille'], [7, 'FIFA World Cup team England']], [[4, 'FC Girondins de Bordeaux team Lille'], [8, 'FIFA World Cup team Belgium']], [[5, 'FC Girondins de Bordeaux team Strasbourg'], [7, 'FIFA World Cup team England']], [[5, 'FC Girondins de Bordeaux team Strasbourg'], [8, 'FIFA World Cup team Belgium']]]	1	1
count	P118	How many participants are there in fall?	[1]	None	[[]]	0	0
set	P54	List teams FIFA World Cup plays for	['Bulgaria', 'United States', 'Croatia']	[[0], [1], [3]]	[[[0, 'FIFA World Cup team Croatia']], [[1, 'FIFA World Cup team United States']], [[3, 'FIFA World Cup team Bulgaria']], [[4, 'FIFA World Cup team Sweden']], [[0, 'FIFA World Cup team Croatia'], [1, 'FIFA World Cup team United States']], [[0, 'FIFA World Cup team Croatia'], [3, 'FIFA World Cup team Bulgaria']], [[0, 'FIFA World Cup team Croatia'], [4, 'FIFA World Cup team Sweden']], [[1, 'FIFA World Cup team United States'], [3, 'FIFA World Cup team Bulgaria']], [[1, 'FIFA World Cup team United States'], [4, 'FIFA World Cup team Sweden']], [[3, 'FIFA World Cup team Bulgaria'], [4, 'FIFA World Cup team Sweden']]]	1	1
min/max	P54	Who has played for the most number of teams?	['FIFA World Cup']	None	[[]]	0	0
