query_type	relation	query	correct output	system output	ssg output	Exact Match	Soft Match
set	P106	Who is a table tennis player?	['Lau Wai Lim']	[[3]]	[[[3, 'Lau Wai Lim is a table tennis player from China. She was born in 2000. She competes in the sport of human beings and is a female table tennis player.']]]	1	1
min/max	P21	What is the least popular gender?	['male connector']	[[1], [3], [4]]	[[[1, 'Born in Mumbai, India on May 16, 1986, Shakti Arora is an Actor who has appeared in the films The Man in the Moon and The Man in the Moon 2.']], [[3, 'Lau Wai Lim is a table tennis player from China. She was born in 2000. She competes in the sport of human beings and is a female table tennis player.']], [[4, 'Margot Franssen was born in the Netherlands on March 21, 1952 . She was a student at York University and is a businessperson . She is a Canada woman.']]]	1	1
bool	P19	Is Netherlands the place of birth of Margot Franssen?	[]	None	[[]]	0	0
count	P54	How many teams has Dmitri Kudinov ( footballer , born 1985 ) played for?	[]	None	[[]]	0	0
bool	P54	Does A.S. Roma play for FC SKA-Khabarovsk?	[]	None	[[]]	0	0
count	P27	How many nationals does Canada have?	[1]	[[4]]	[[[3, 'Lau Wai Lim is a table tennis player from China. She was born in 2000. She competes in the sport of human beings and is a female table tennis player.']], [[4, 'Margot Franssen was born in the Netherlands on March 21, 1952 . She was a student at York University and is a businessperson . She is a Canada woman.']]]	1	1
min/max	P19	Which places has had the highest number of births?	['Nablus', 'Nijmegen', 'Kano']	[[4], [8], [9]]	"[[[1, ""Derrick Krantz was born on January 13, 1988. He is a mixed martial artist who competes in the men's heavyweight division. He is also a human being.""]], [[4, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.']], [[9, ""Dickson Etuhu was born in Kano, Nigeria, on June 8, 1982 . He was a Football player for Nigeria, and participated in the 2010 FIFA World Cup . He was a member of the Nigeria men's national football team.""]]]"	0	1
min/max	P19	Which place is the birthplace of the fewest people?	['Nablus', 'Nijmegen', 'Kano']	[[4], [8], [9]]	"[[[1, ""Derrick Krantz was born on January 13, 1988. He is a mixed martial artist who competes in the men's heavyweight division. He is also a human being.""]], [[4, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.']], [[9, ""Dickson Etuhu was born in Kano, Nigeria, on June 8, 1982 . He was a Football player for Nigeria, and participated in the 2010 FIFA World Cup . He was a member of the Nigeria men's national football team.""]]]"	0	1
set	P21	Who is male connector?	['Taysir Khalid', 'Dickson Etuhu', 'Derrick Krantz']	[[1], [4], [9]]	"[[[1, ""Derrick Krantz was born on January 13, 1988. He is a mixed martial artist who competes in the men's heavyweight division. He is also a human being.""]], [[4, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.']], [[9, ""Dickson Etuhu was born in Kano, Nigeria, on June 8, 1982 . He was a Football player for Nigeria, and participated in the 2010 FIFA World Cup . He was a member of the Nigeria men's national football team.""]]]"	1	1
count	P21	How many people are male connector?	[3]	[[1], [4], [9]]	"[[[1, ""Derrick Krantz was born on January 13, 1988. He is a mixed martial artist who competes in the men's heavyweight division. He is also a human being.""]], [[4, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.']], [[9, ""Dickson Etuhu was born in Kano, Nigeria, on June 8, 1982 . He was a Football player for Nigeria, and participated in the 2010 FIFA World Cup . He was a member of the Nigeria men's national football team.""]]]"	1	1
min/max	P54	Who has played for the least number of different teams?	['Haruna Babangida', 'Stefan Traykov']	None	[[]]	0	0
min/max	P106	What is the most popular job?	['mixed martial artist', 'Politician', 'Television presenter', 'singer', 'presenter']	[[1], [4], [8]]	"[[[1, ""Derrick Krantz was born on January 13, 1988. He is a mixed martial artist who competes in the men's heavyweight division. He is also a human being.""]], [[4, 'Taysir Khalid was born in Nablus in 1941. He was a Politician from the State of Palestine. He is a human being and his name is Taysir Khalid.']], [[9, ""Dickson Etuhu was born in Kano, Nigeria, on June 8, 1982 . He was a Football player for Nigeria, and participated in the 2010 FIFA World Cup . He was a member of the Nigeria men's national football team.""]]]"	0	1
count	P47	How many places border Gentofte Municipality?	[]	None	[[]]	0	0
set	P21	Who is male connector?	['Alexander Henningsson', 'Felix Udoh', 'Dickson Etuhu']	[[0], [3], [7]]	"[[[0, ""Dickson Etuhu was born in Kano, Nigeria, on June 8, 1982 . He was a Football player for Nigeria, and participated in the 2010 FIFA World Cup . He was a member of the Nigeria men's national football team.""]], [[3, ""Alexander Henningsson was born on 14 May 1990 in Växjö, Sweden . He is an association Football player who played for the Swedish men's national football team.""]], [[7, 'Nigerian Football player Felix Udoh was born in December 28, 1993 . He plays association football for the Nigerian national football team . Felix Udoh is a man of letters.']]]"	1	1
min/max	P21	Which gender has the fewest people?	['male connector']	[[0]]	"[[[0, ""Dickson Etuhu was born in Kano, Nigeria, on June 8, 1982 . He was a Football player for Nigeria, and participated in the 2010 FIFA World Cup . He was a member of the Nigeria men's national football team.""]]]"	1	1
count	P54	How many people play for Villarrubia CF?	[1]	[[2]]	[[[2, 'Aridani Arbelo started his career with Villarrubia CF in 2012.']]]	1	1
count	P19	How many people were born in Nigeria?	[1]	[[7]]	"[[[0, ""Dickson Etuhu was born in Kano, Nigeria, on June 8, 1982 . He was a Football player for Nigeria, and participated in the 2010 FIFA World Cup . He was a member of the Nigeria men's national football team.""]], [[3, ""Alexander Henningsson was born on 14 May 1990 in Växjö, Sweden . He is an association Football player who played for the Swedish men's national football team.""]], [[7, 'Nigerian Football player Felix Udoh was born in December 28, 1993 . He plays association football for the Nigerian national football team . Felix Udoh is a man of letters.']]]"	1	1
count	P106	How many jobs has Felix Udoh had?	[]	[]	"[[[0, ""Dickson Etuhu was born in Kano, Nigeria, on June 8, 1982 . He was a Football player for Nigeria, and participated in the 2010 FIFA World Cup . He was a member of the Nigeria men's national football team.""]]]"	1	1
bool	P27	Is Alexander Henningsson a citizen of Nigeria?	['FALSE']	[[3]]	"[[[0, ""Dickson Etuhu was born in Kano, Nigeria, on June 8, 1982 . He was a Football player for Nigeria, and participated in the 2010 FIFA World Cup . He was a member of the Nigeria men's national football team.""]], [[3, ""Alexander Henningsson was born on 14 May 1990 in Växjö, Sweden . He is an association Football player who played for the Swedish men's national football team.""]]]"	1	1
min/max	P21	Which gender has the most people?	['male connector']	[[0], [3], [7]]	"[[[0, ""Dickson Etuhu was born in Kano, Nigeria, on June 8, 1982 . He was a Football player for Nigeria, and participated in the 2010 FIFA World Cup . He was a member of the Nigeria men's national football team.""]], [[3, ""Alexander Henningsson was born on 14 May 1990 in Växjö, Sweden . He is an association Football player who played for the Swedish men's national football team.""]], [[7, 'Nigerian Football player Felix Udoh was born in December 28, 1993 . He plays association football for the Nigerian national football team . Felix Udoh is a man of letters.']]]"	1	1
min/max	P54	Who has played for the least number of different teams?	['Aridani Arbelo', 'Pascal Simpson', 'Pelle Fosshaug']	None	[[[6, 'Howard Norris started playing rugby for the Wales national rugby union team on 23 March 1963 and ended his career on 26 March 1966.']]]	0	0
set	P106	What are Von Delany Mizell's jobs?	['Physician']	[[0]]	[[[0, 'Von Delany Mizell, a Physician, is a human being.']]]	1	1
min/max	P54	What is the smallest team?	['Jokerit']	None	[[]]	0	0
min/max	P54	Who has played for the most number of teams?	['Raymond Giroux']	None	[[]]	0	0
bool	P21	Is Von Delany Mizell male connector?	[]	[]	[[[0, 'Von Delany Mizell, a Physician, is a human being.']]]	1	1
count	P21	How many people are male connector?	[4]	[[5], [6], [7], [9]]	"[[[5, ""Alexander Henningsson was born on 14 May 1990 in Växjö, Sweden . He is an association Football player who played for the Swedish men's national football team.""]], [[6, 'Carsten Nagel Kingdom of Denmark in 1955 . He is a Writer, Poet, ScreenWriter and man of letters.']], [[7, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.']], [[9, 'Born in Mumbai, India on May 16, 1986, Shakti Arora is an Actor who has appeared in the films The Man in the Moon and The Man in the Moon 2.']]]"	1	1
bool	P54	Does UEFA Euro 2016 play for Los Caimanes?	['FALSE']	None	[]	0	0
min/max	P21	What is the most popular gender?	[]	[]	"[[[5, ""Alexander Henningsson was born on 14 May 1990 in Växjö, Sweden . He is an association Football player who played for the Swedish men's national football team.""]]]"	1	1
min/max	P54	Who has played for the fewest teams?	['Antonio Rodríguez Dovale']	None	"[[[4, ""Martín Hidalgo's club is Los Caimanes, he started his career in 2013 and plays for them.""]]]"	0	0
set	P21	List everyone who is male connector	['John Metras', 'Alexander Henningsson', 'Carsten Nagel', 'Shakti Arora']	[[5], [6], [7], [9]]	"[[[5, ""Alexander Henningsson was born on 14 May 1990 in Växjö, Sweden . He is an association Football player who played for the Swedish men's national football team.""]], [[6, 'Carsten Nagel Kingdom of Denmark in 1955 . He is a Writer, Poet, ScreenWriter and man of letters.']], [[7, 'John Metras was born in 1941 and is a Canadian football player who played for the Hamilton Tiger-Cats. His given name is John and he is a human being.']], [[9, 'Born in Mumbai, India on May 16, 1986, Shakti Arora is an Actor who has appeared in the films The Man in the Moon and The Man in the Moon 2.']]]"	1	1
bool	P27	Does Janese Swanson have the nationality of United States?	['TRUE']	[[8]]	"[[[8, ""Janese Swanson was born in the United States in 1958 . She graduated from the University of San Francisco and became a software developer . She is the Inventor of the women's slack line.""]]]"	1	1
set	P19	Who was born in Mumbai?	[]	[]	[[[6, 'Carsten Nagel Kingdom of Denmark in 1955 . He is a Writer, Poet, ScreenWriter and man of letters.']]]	1	1
min/max	P69	Who has got the most degrees?	[]	None	[[]]	0	0
bool	P54	Is Andy O'Dell part of Notre Dame Fighting Irish football?	['FALSE']	[[7]]	"[[[6, 'Bill Mohn is a human being who played football for the Notre Dame Fighting Irish football team. He was also a quarterback.']], [[7, ""Andy O'Dell plays for Gippsland Falcons SC.""]]]"	1	1
bool	P1082	Are there +9139 inhabitants of Alajärvi?	['TRUE']	[[4]]	[[[0, 'Le Massegros has a population of 402.']], [[2, 'The population of Kokkinotrimithia is 1368.']], [[4, 'The population of Alajärvi is +9139.']], [[5, 'The population of Lantillac is +307.']], [[9, 'The population of Solórzano is 1067.']]]	1	1
count	P54	How many teams has Andy O'Dell played for?	[]	[]	"[[[7, ""Andy O'Dell plays for Gippsland Falcons SC.""]]]"	1	1
min/max	P1082	What is the largest population?	[9139.0]	[[0], [2], [4], [5], [9]]	[[[0, 'Le Massegros has a population of 402.']], [[2, 'The population of Kokkinotrimithia is 1368.']], [[4, 'The population of Alajärvi is +9139.']], [[5, 'The population of Lantillac is +307.']], [[9, 'The population of Solórzano is 1067.']]]	1	1
set	P106	Who is a Writer?	['Arrigo Levi', 'Su Tong', 'Greg Rucka', 'Carsten Nagel']	[[0], [2], [6], [9]]	[[[0, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[2, 'Carsten Nagel Kingdom of Denmark in 1955 . He is a Writer, Poet, ScreenWriter and man of letters.']], [[6, 'Su Tong was born in Suzhou, China on 23 January 1963 . He is a Writer and ScreenWriter . He is a man.']], [[9, 'Arrigo Levi was born in 3344 Modena, Italy on July 17, 1926 . He is a Journalist, Writer, and Television presenter.']]]	1	1
set	P106	What jobs does Su Tong have?	['Screenwriter']	None	[[[4, 'Christiane Kubrick was married to Stanley Kubrick, who started his career in 1958. Kubrick retired in 1999.']]]	0	0
bool	P27	Does Su Tong have the nationality of United States?	['FALSE']	[[6]]	[[[0, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[2, 'Carsten Nagel Kingdom of Denmark in 1955 . He is a Writer, Poet, ScreenWriter and man of letters.']], [[6, 'Su Tong was born in Suzhou, China on 23 January 1963 . He is a Writer and ScreenWriter . He is a man.']]]	1	1
set	P118	Who participates in 1st?	['FK Sarajevo']	None	[[[0, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']]]	0	0
set	P106	What does Carsten Nagel do?	['Poet', 'Screenwriter']	None	[[]]	0	0
bool	P106	Does Arrigo Levi work as an Poet?	['FALSE']	[[9]]	[[[0, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[2, 'Carsten Nagel Kingdom of Denmark in 1955 . He is a Writer, Poet, ScreenWriter and man of letters.']], [[6, 'Su Tong was born in Suzhou, China on 23 January 1963 . He is a Writer and ScreenWriter . He is a man.']], [[9, 'Arrigo Levi was born in 3344 Modena, Italy on July 17, 1926 . He is a Journalist, Writer, and Television presenter.']]]	1	1
count	P106	How many people are Screenwriter?	[3]	[[0], [2], [6]]	[[[0, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[2, 'Carsten Nagel Kingdom of Denmark in 1955 . He is a Writer, Poet, ScreenWriter and man of letters.']], [[4, 'Christiane Kubrick was married to Stanley Kubrick, who started his career in 1958. Kubrick retired in 1999.']], [[6, 'Su Tong was born in Suzhou, China on 23 January 1963 . He is a Writer and ScreenWriter . He is a man.']], [[9, 'Arrigo Levi was born in 3344 Modena, Italy on July 17, 1926 . He is a Journalist, Writer, and Television presenter.']]]	1	1
set	P106	Who is a Screenwriter?	[]	[]	[[[0, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']]]	1	1
bool	P26	Is Christiane Kubrick partner of Jari Sarasvuo?	['FALSE']	[[2]]	[[[2, 'Christiane Kubrick was married to Stanley Kubrick, who started his career in 1958. Kubrick retired in 1999.']], [[7, 'Virpi Sarasvuo married Jari Sarasvuo on July 16, 2010.']]]	1	1
bool	P27	Does Althea Gilharry have the nationality of Belize?	['TRUE']	[[9]]	[[[0, 'Hayat El Ghazi was born in 1979, in Morocco. She is a female athlete who competes in the sport of athletics. She is also a human being.']], [[2, 'Christiane Kubrick was married to Stanley Kubrick, who started his career in 1958. Kubrick retired in 1999.']], [[9, 'Althea Gilharry was born on January 12th 1970 in Belize. She is a female track and field athlete who competed in the 1996 Summer Olympics.']]]	1	1
set	P21	Which people are female connector?	['Althea Gilharry', 'Hayat El Ghazi']	[[0], [9]]	[[[0, 'Hayat El Ghazi was born in 1979, in Morocco. She is a female athlete who competes in the sport of athletics. She is also a human being.']], [[2, 'Christiane Kubrick was married to Stanley Kubrick, who started his career in 1958. Kubrick retired in 1999.']], [[7, 'Virpi Sarasvuo married Jari Sarasvuo on July 16, 2010.']], [[9, 'Althea Gilharry was born on January 12th 1970 in Belize. She is a female track and field athlete who competed in the 1996 Summer Olympics.']]]	1	1
min/max	P118	What is the largest league?	['Austrian Regionalliga', 'Süd', 'Oberliga Baden-Württemberg']	None	[[]]	0	0
count	P118	How many leagues has SC Freiburg played for?	[3]	[[3], [5], [6]]	[[[1, 'FC Wels is an association football club in Austria. The club was founded in 2003 and play in the Austrian Regionalliga.']], [[6, 'SC Freiburg division Oberliga Baden-Württemberg']], [[3, 'SC Freiburg division Süd'], [1, 'FC Wels is an association football club in Austria. The club was founded in 2003 and play in the Austrian Regionalliga.']], [[3, 'SC Freiburg division Süd'], [5, 'SC Freiburg division Regionalliga Süd']], [[3, 'SC Freiburg division Süd'], [6, 'SC Freiburg division Oberliga Baden-Württemberg']], [[4, 'Indiana league Frontier League'], [1, 'FC Wels is an association football club in Austria. The club was founded in 2003 and play in the Austrian Regionalliga.']]]	0	1
min/max	P21	Which gender has the fewest people?	['female connector']	[[1], [2], [7]]	[[[1, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[2, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[3, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[4, 'Christiane Kubrick was married to Stanley Kubrick, who started his career in 1958. Kubrick retired in 1999.']], [[7, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']]]	1	1
count	P19	Count the number of people born in San Francisco	[1]	[[3]]	[[[1, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[2, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[3, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[4, 'Christiane Kubrick was married to Stanley Kubrick, who started his career in 1958. Kubrick retired in 1999.']], [[7, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']]]	1	1
min/max	P21	What is the most popular gender?	['male connector', 'female connector']	[[1], [2]]	[[[1, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[2, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[3, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[4, 'Christiane Kubrick was married to Stanley Kubrick, who started his career in 1958. Kubrick retired in 1999.']]]	1	1
bool	P106	Does Pedro Alonso Pablos work as an Film producer?	['TRUE']	[[7]]	[[[1, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[2, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[3, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[7, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']]]	1	1
count	P27	How many nationalities does Matt Hayes have?	[1]	[[1]]	[[[1, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[2, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[3, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']]]	1	1
min/max	P27	Which country has the lowest number of nationals?	['Australia', 'Mongolia']	[[3], [4]]	"[[[3, ""Deahnne McIntyre was born on 9 June 1971 in Australia. She is an athlete in the sport of athletics and was a competitor in the 2010 Commonwealth Games. She represented her country in the women's event.""]], [[4, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']]]"	1	1
set	P118	Who participates in TBL?	['Darüşşafaka Basketbol']	None	[[]]	0	0
min/max	P106	Who has had the highest number of jobs?	['Byambasuren Davaa']	[[4]]	"[[[3, ""Deahnne McIntyre was born on 9 June 1971 in Australia. She is an athlete in the sport of athletics and was a competitor in the 2010 Commonwealth Games. She represented her country in the women's event.""]], [[4, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']]]"	1	1
count	P54	How many people play for Winnipeg Blue Bombers?	[1]	[[9]]	[[[9, 'Mike Martir, who is known as Mike Martir, is a member of the Winnipeg Blue Bombers. He is also a human being and a quarterback.']]]	1	1
min/max	P1082	What is the least inhabited place?	['Dzherovo']	[[5], [8]]	[[[5, 'Guissona has a population of 1867.']], [[7, 'Hayden Tinto was born on 31 August 1985, in Port of Spain . He is a Football player for Trinidad and Tobago . He is a man of association football.']], [[8, 'Dzherovo has a population of 318.']], [[9, 'Mike Martir, who is known as Mike Martir, is a member of the Winnipeg Blue Bombers. He is also a human being and a quarterback.']]]	1	1
count	P27	How many citizens does Trinidad and Tobago have?	[1]	None	[[]]	0	0
bool	P54	Does Bruno Limido play for Neftyanik Leninogorsk?	['FALSE']	None	[[[2, 'Ruslan Zainullin plays for Neftyanik Leninogorsk.']], [[4, 'Ahmed Al Attas, a human being, plays as a midfielder for Shabab Al-Ahli Dubai FC.']]]	0	0
bool	P54	Is Angelo Iorio a member of U.S. Cremonese?	['TRUE']	[[3]]	[[[3, 'Angelo Iorio played for U.S. Cremonese in 2002 and 2006.']], [[7, 'Hayden Tinto was born on 31 August 1985, in Port of Spain . He is a Football player for Trinidad and Tobago . He is a man of association football.']], [[9, 'Mike Martir, who is known as Mike Martir, is a member of the Winnipeg Blue Bombers. He is also a human being and a quarterback.']]]	1	1
set	P54	Who is a member of Dallas Tornado?	['Peter Mannos']	[[1]]	[[[1, 'Peter Mannos played for Dallas Tornado, whose career began in 1977 and ended in 1978.']]]	1	1
min/max	P69	What university has the fewest students?	[]	None	[[]]	0	0
min/max	P106	What job has had the highest number of people working there?	['Writer']	[[3], [4], [5], [8]]	[[[3, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[4, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[5, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[6, 'Christiane Kubrick was married to Stanley Kubrick, who started his career in 1958. Kubrick retired in 1999.']], [[8, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']]]	1	1
count	P19	Count the number of people born in Ulaanbaatar	[]	[]	[[[3, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']]]	1	1
min/max	P19	What is the place with the highest number of births?	['Smethwick', 'San Francisco', 'Ulaanbaatar', '14967 Madrid']	[[3], [4], [5], [8]]	[[[3, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[4, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[5, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[6, 'Christiane Kubrick was married to Stanley Kubrick, who started his career in 1958. Kubrick retired in 1999.']], [[8, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']]]	1	1
bool	P27	Is Matt Hayes a citizen of Kingdom of Spain?	['FALSE']	[[3]]	[[[3, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[4, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[5, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[8, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']]]	1	1
set	P19	List everyone born in Smethwick	['Matt Hayes']	[[3]]	[[[3, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[5, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[6, 'Christiane Kubrick was married to Stanley Kubrick, who started his career in 1958. Kubrick retired in 1999.']], [[8, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']]]	1	1
count	P26	How many partners does Jari Sarasvuo have?	[1]	[[0]]	[[[0, 'Virpi Sarasvuo married Jari Sarasvuo on July 16, 2010.']]]	1	1
bool	P19	Was San Francisco the birthplace of Matt Hayes?	['FALSE']	[[3]]	[[[3, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[4, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[5, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[8, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']]]	1	1
count	P106	How many people are Screenwriter?	[2]	[[4], [5]]	[[[3, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[4, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[5, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[6, 'Christiane Kubrick was married to Stanley Kubrick, who started his career in 1958. Kubrick retired in 1999.']], [[8, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']]]	1	1
bool	P27	Does Byambasuren Davaa have the nationality of United Kingdom?	['FALSE']	[[5]]	[[[3, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[4, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[5, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[6, 'Christiane Kubrick was married to Stanley Kubrick, who started his career in 1958. Kubrick retired in 1999.']], [[8, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']]]	1	1
min/max	P1082	What place has the fewest people living there?	[]	None	[[]]	0	0
min/max	P21	Which gender has the most people?	['male connector']	[[3], [5], [8]]	[[[3, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[4, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[5, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[8, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']]]	1	1
set	P50	List all the authors of a work originating from India.	[]	None	[[]]	0	0
bool	P27	Does Hayden Tinto have the nationality of Trinidad and Tobago?	[]	[]	[[[9, 'Hayden Tinto was born on 31 August 1985, in Port of Spain . He is a Football player for Trinidad and Tobago . He is a man of association football.']]]	1	1
min/max	P106	What is the most popular job?	[]	[]	"[[[0, ""Matías Alasia was born in Corral de Bustos, Argentina on 7 May 1985 . He is an association Football player, who plays for the Argentina men's national football team.""]]]"	1	1
count	P118	How many leagues has OFC Nesebar participated in?	[1]	None	[[[1, 'OFC Nesebar division Second League']], [[4, 'OFC Nesebar division Second League']]]	0	0
